"Training Session","Í×áæÇÕàæÉÚæÏãç"
"exec buried alive","ÏÖåÍÕãç:ÊÖÙçÂÜç"
"exec crucified","ÎçÍÕãçÔåÍÕãç"
"exec beheaded","ÏÖåÍÕãç:ÎàåĞßå"
"freezing water","ÇãåÄÖãæĞÖİå"
"cooling magma","ÇãåÌ×ÛæÕàçËÕâ"
"cooling lava","ÇãåÌ×ÛæÑÖãçÕàç"
"spikes","ÏâçÄÕã"
"cold","Çãå"
"heat","ÑÚæ"
"abandon","ÃâæÌÕæ"
"quitdead","ÔåĞ"
"suicide drowned","ÒæĞØÆÕæĞÖİåĞáÖâç"
"suicide leaping","ÒæĞØĞæÅÕŞæ×Ûæ"
"scared to death","ÍÕØæÔå"
"infection","ÈàåÑàå"
"solid","ÈÖæÅÕå"
"condense","ÆÕãçËÕÛç"
"melt","ÑÖãçËÕÛå"
"boil","ÎÖå"
"exec left out in air","ÏÖåÍÕãç:ÑãÍÕØæÍ×àçÕØç"
"exec hacked to pieces","ÏÖåÍÕãç:ÉàåÏãçÔÖİæÁÕàæ"
"struck","ÇÜçÍÕç"
"air","ÉÖãÌÕæ"
"drown","ÆÕæĞÖİå"
"shot","ĞÚæËÕ"
"thirst","ÉßåÉÚå"
"hunger","ËÕÚæ"
"old age","ÇŞåÆÕàç"
"vanish","ÍÕŞĞ"
"flying object","ÃİÍÕãçÖæÅÕå"
"vehicle","ÏÚÇÕâæ"
"trap","ÍÕàæËÕãå"
"blood drained","Í×ÛæÕÛæÇÕßçĞÇÕŞå"
"murdered","ÂßçĞØ"
"cage blasted","ÇÖãçÒåÀİæÎØæÉÜÇÕŞå"
"chasm","ÇÕÛæÉßå"
"crushed bridge","ÔÖİæÌÕŞç"
"steam","ÎãÌÕæ"
"dragonfire","ÇÖãçÊÖÙå"
"lava mist","ÑÖãçÕàçÖæ"
"lava","ÑÖãçÕàç"
"obstacle","ÎâæÜæ"
"scuttled","ÒŞçÏáç"
"slaughtered","ÅÖçÒÜå"
"general purpose asset","ÅÖã×ãæÒÏàå"
"suspected criminal","ÃàæÒÖİæÍÕàçÕçÑáç"
"source of illegal funds","ÃİÃØåÒËÕáÇÜç×àç"
"personal enemy","ÏßçÑáç"
"handler","ÈÖàåÇÕåÎÚå"
"berserk","ÃØÉÖâçÄÚè"
"insane","Ãã"
"melancholy","Õß×æ"
"fell","ÍÕØæÄÕÛ"
"macabre","ÉÚåÁØæ"
"secretive","ÕáåÂÕæ"
"fey","ÈÖåÈÖÜæÄÚè"
"apprentice","Í×ÛçÅÖç"
"visiting","ÃâåÖáæ"
"refugee","ÆàçÂÕáç"
"settled","àÄÕãæ"
"resident","Ë×ÂÕáç"
"squad","ÍÕŞåÄÖİæ"
"entombed at site","ÒÜæÍÕàæÏâçÂÜçÒâæ"
"unburied at feature layer","ÖİæÀİæÅÚæÎæÓãçÕàåÂÜç"
"unburied at subregion","ÂİçÕßåÒÜæÓåÌ××æÀİæÂÜçÒâæ"
"unburied at battlefield","ÒÜæÎàæÏâçĞâæÂİçÕßåÀİæÂÜçÒâæ"
"unburied at site","ÒÜæÍÕàæÏâçÂİçÕßåÂÜçÒâæ"
"buried at site","ÂÜçÒÜæËÕÄÕæ"
"active","ÊÖÙç×ÛæÄÚè"
"wastefulness","ÇâæÃİæ"
"stubborness","ÈÖæÎç"
"likes fighting","ÍÕåÊÖàÎàæÄßå"
"intemperance","ÃâæÒÖãæ"
"greed","ÅàÇàç"
"lust propensity","ÌÕãç×æÄÚèÌÕãÍÕâæ"
"anxiety propensity","ËÕŞl???ÄÚèÌÕãÍÕâæ"
"anger propensity","ÃáæÆÖæÄÚèÌÕãÍÕâæ"
"depression propensity","Õæ×æÄÚèÌÕãÍÕâæ"
"cheer propensity","ÌÕãæÎÖæÄÚèÌÕãÍÕâæ"
"envy propensity","ËÕÄÖæÄÚèÌÕãÍÕâæ"
"hate propensity","ÊáæÄÚèÌÕãÍÕâæ"
"obsessive","ÌÕâçÁÙæÍÕãæÄÚè"
"tolerance for differences","ÄÖİæÏØæÕæÄÚèÉÖàÑÖãç"
"perfectionist","ÖàçÂİåÎÖåÕæÎÚå"
"private","ÔÑáçÄÚè"
"bashful","ÊÜæÍÕßÄÚè"
"ambition","ÕÛåÍÕá"
"confidence","ÒæÍÕáæ"
"fearlessness","ÖçÖİæ"
"polite","ÕßåÇÕåÂŞæÄÚè"
"abstract","ÏßÍÕâæÄÚè"
"trusting","ÍÕáæÑáæÄÚè"
"orderly","ÕßåÍ×æÄÚè"
"thoughtless","ÂİçÕßåÔÍÕâåÄÚè"
"heirloom","ÏÖàçËÕØÀŞå"
"symbol","ÃÖçÊŞæ"
"defender won","ÃâçĞßåÃâĞãæÇÕæ"
"attacker won","ËÕáæÈÖãÃâĞãæÇÕæ"
"snatcher","ÀâåËÕØæÎÚå"
" kind","Çİæ"
" one of the only ones of ","ÌÕçÎÖãÕÈÚæ"
" the only one of ","ÖİçÕÄÚèÕÈÚæ"
" one of the first of ","ÄÕæÕÈÚæ"
" the first of ","ÄÕæÕÈÚæ"
" has been lost to time","ÕåËÕãÂÕçĞÇÕŞå"
"The identity of ","ÄÚèĞáÃáæ"
" was the ","ĞæÄÚè"
" is the ","ĞæÈÚæ"
" of unknown parentage","ÖİæÎÄÚèÃÖæÂÖå"
" born in ","ÏÖĞãÒÜæ"
", animated by unknown forces",",ÀİæÖİæÎÄÚèÇÕæÇÕâçÔÖÙåËÕÇÕæ"
"a force","ÇÕæ"
" that occurs in the myths of ","ÎÚæÃØĞãÒÜæĞáçÊÖØæÎÖã"
"a deity","ÕÈÚæĞáç"
"This nameless being","ÎÚæÈÚæÖçÂÕãçÄÚèÓÖáçÒÜæ"
"associated with ","ÕßåÈÖàÇÕàç"
" was most often depicted as a ","ÒÖİæÏâçÀİæÂÕŞçĞÖæÖİç"
" most often takes the form of a ","ÒÖİæÏâçÓÜåÌ×åÄÚèÍÕãçĞæ"
"guided by forces unknown.  ","ÕßçÖİæÎÄÚèÇÕæÇÕâçÕáåÄŞå."
"chosen by fate as the vanguard of destiny.  ","ÀİæÂÕãæ×áæÍ×àåÖİçÂÕãæ×áæÄÚèÍÕàÃã."
"of divine parentage and possessed of unnatural gifts.  ","ĞáçĞãæÄÚèÃÖæÂÖåÊÚç×ãÕßåÀÖæÒæÑàçÄÚèÇÕåÖæ."
"Although accounts vary, it is universally agreed that ","ÔÖİÑàçÓÖáçÒÜæÎÖÄÖÙÏØæÕæ,ÄàæÑáçÂáçÁÖåÀÕàæÅÖãçÕæÎÚæÕÄÕàå"
"Unless you've changed your bindings, you can press F11 to toggle this setting any time.","ÏÖçÃİÆÕáçÈãÈÜåÇÕŞåÀâåÄÕãæ,ÃßåÒÚçÆÕáçÉÚåÕåÔÖİçĞçàæF11ÇÜçÌÕÛÊÖàæÓåĞÚæÎæ."
"a secret identity","ÂÕæÂÕæĞáÃáæ"
" (copy)","(ÃÖæÎæ)"
"menaces with spikes of ","ÔÖİæÎÖâæÊÖØÍ×æÄÚèÖİÍÕÛç"
"It is made from ","ÅØĞæÕßç"
"a series of ","ÕÍÕæÇÕÛæ"
" images and symbols","ÅÖçÍÕâæÊÚçÃÖçÊŞæ"
" images","ÅÖçÁÕàæ"
" words","ÊÖØæ"
" symbols","ÃÖçÊŞæ"
"There is writing on this item which you have not read.","ÕßåÈÖàÓåÍÕâæÂÖæÄÚèÖáçÒæ,ÆÕáçĞâæÖİæ×ÛæÄÖç."
"There is writing on this item, but you cannot read.","ÎÚæÈÚæÍÕâæÂÖæÕßåÍÕÛåÒÖÙæ,ÄàæÆÕåÖçÃØå×ÛæÄÖç."
"You have not read this book.","ÆÕåÊÖàçÂİçÉàæÈÖÙæÎÚæÀáåĞÖ."
"exceptionally prepared ","ÅÚæÀÕÛçÎÖáåÀİæ"
"masterfully prepared ","ËÕãÍÕáÎÖáåÀİæ"
"well-crafted ","ÒÖÙæÈÖãËÕãÇÕâçÄÚè"
"finely-crafted ","ËÕãÍÕáÎæÒÖÙæÄÚè"
"exceptionally worked ","ÅÚæÀÕÛçÕßåÍÕŞæ"
"masterfully worked ","ĞÖçÇÕàæÄÕæÈÖãÒÖÙæ"
" by an unknown artist","ÕßçÕÖİæÀÖæÎÂÕãçÄÚèÕæĞÖæËÕØ"
"encircled with bands of ","ÀİæÌ×àÒåÀŞÖİç"
" are made from ","×àçÇÕŞæÖİç"
" is made from ","×àçÇÕŞæÖİç"
"The handle is made from ","ĞßåÀÕãåÄÚèÓÜçÇÕŞæĞæ"
"The rollers are made from ","ÈÖáåÅÖãåÄÚèÓÜçÇÕŞæÖİç"
"This object ","ÎÚæÈÚæÄÖİæÍÕâæ"
"is adorned with hanging rings of ","×ãæÈÖØæÊÖàçÎÖâĞæ"
"The ingredients are ","ÏãçÃáĞæ"
"well-","ÊŞå-"
"finely ","ÍÕæ"
"superiorly ","Õß"
"exceptionally ","ÕæÏâç"
"masterfully ","ÌÕŞåÂÕŞæÄÕæ"
"minced ","ÄÖÙæÔÖİæ"
"cooked ","ĞÖç"
"It is ","ÅØĞæ"
"encrusted with","ÍÕâÌÕàæÎÖÙç"
"studded with","ÍÕâÂàåÇÕŞå"
"decorated with","ÎÖâĞæÎÖÙç"
"glazed with","ÕßæÂÕàæ"
"well-prepared ","ÒŞåÕßåÎÖáåÀİæ"
"finely-prepared ","ËÕãÍÕæÎæÀİæ"
"superior quality ","ÈŞÄâæ"
"This is","ÎÚæĞæ"
"This is a stack of","ÎÚæĞæÕÄÖİ"
" bundles of","ÉÖáåÀâåÄÚè"
"This is a bundle of","ÎÚæĞæÕÉÖáå"
" well-prepared","ÒŞåÕßåÎÖáåÀİæ"
" finely-prepared","ËÕãÍÕæÎæÀİæ"
" superiorly prepared","ËÕãÍÕáÎÖáåÀİæ"
" exceptional prepared","ÅÚæĞÖÎÖáåÀİæ"
" masterfully prepared","ËÕãÍÕáÎÖáåÀİæ"
" superior quality","ÈŞÄâæ"
" exceptional","ÕßÍÕßæ"
" masterful","ÄØæĞÄÚè"
" created by an unknown artisan","ÕßçÕÖİæÀÖæÎÂÕãçÄÚèÈÖãËÕâæÏÖâæÒŞæ"
"All ","Ì×àçÀÖæ"
"ship is of the highest quality.  ","ÏÖàçĞæÒÖİæÈŞÎæÇÕâçÄÚè."
"It is sized for ","ÅØÄÚèÄØæÍÕŞåĞæÊÚç"
" Bag","ÄÜæ"
"exceptional ","ÕßÍÕßæ"
" woven by ","ÀÕàÎäçÏãç"
"Slayer","ĞØĞßå"
" kill","ĞØ"
"In memory of","ÒÜæËÕæÕæ"
" / Born ","/ÏÖĞã"
"Went missing","ÒßåÄÕßÇÕŞå"
" in the year ","ÒÜæÆØæÕÆÕàç"
"Boiled","ÎÖå"
"Melted","ÑÖãçÊÖØæÇÕŞå"
"Condensed","ËÕàåÂÕãç"
"Solidified","ÆÕãçÈÖæ"
"your ","ÆÕåÄÚè"
"Seed","ÎÖãåÒå"
"Cheese","ÆÜåÇŞæ"
"Spice","ÍÕâÇÕŞæ"
"Mill","ÂÙç"
"Rendered Fat","ÏãçÍÕàæÎÃâç"
"Pressed Material","ÕØÎæÈÖÙæÄÚèÓÜçÇÕŞæ"
" Barrel","ÅÖãå"
"Coin","ÕãæÀÕæ"
"Bar/Block","ÉÖâæÄÕãæ/ÎÖàÉÖÜæ"
"Finished Goods","ÏãçÁÕáå"
" Bin","ÍÕâÒå"
"shared","ÈÖãæÍÕâå"
" gains possession of the ","ÊÖÙæÄÚç×ãÕßåÌ×àç"
" remains stuck in ","ÑãçÍÕàæÑÖæÉÖáæËÕãæ"
" maintains possession of the ","ÀŞåÏç×ãÕßå"
"You gain possession of the ","ÆÕåÊÖÙæÄÚçÇÕŞå×ãÕßåÌ×àç"
" remains stuck in your ","ÑãçÑàçÉÖáæÒÜæÆÕåÄÚè"
"You maintain possession of the ","ÆÕåÀŞåÏç×ãÕßå"
" is torn from your ","ÓÖãçÆÕåÄÚèĞáĞâæÔÍÕØæÇÜç"
"You've lost possession of the ","ÆÕåĞÌ×æÇÕŞå×ãÕßåÄÚè"
"Prepared Food","ÎÖáåÀİæĞçÖæ"
"mangled ","ÓÖÙæÖİæ"
"partial ","Ë×çÀÖæ"
"partial remains","ÀÖæÃáÕçÊÜç"
"mutilated ","ÔÖáåÊÜæ"
"There is writing in the book, but you cannot read.","ĞÖÎÖãÕßåÍÕÛåÒÖÙæ,ÄàæÆÕåÉàæÀÖæÄÖãå."
"The thread is ","ÍÕàæÏãçĞæ"
"gray","ÊÖİÔÚæ"
"superbly ","ÊÖØçÇÕæ"
"colored","ÕßåÔÚæ"
"The slab reads \","ÀàåÁÕĞâæÍÕÛåÎÖÙç\"
"There is writing on the slab, but you cannot read.","ÁÕãçÀàåĞâæÕßåÍÕÛåÒæ,ÄàæÆÕåÉàæÀÖæÄÖãå."
"This object is showing some wear.  ","ÎÚæÈÚæÖæÅÕåÍÕàåĞæÏÖÕÍÕÛÂÙçÔÖáå."
"This object is threadbare.  ","ÎÚæÈÚæÄÖİæÍÕâæĞæÁÙæËÕßæÄÚè."
"This object is in tatters.  ","ÎÚæÈÚæÂÖæÀÕŞÊáåÁÙæÔÖİæ."
"This object is heavily worn.  ","ÎÚæÈÚæÖæÅÕåÂÙçÔÖáåÕàçÎÖãæ."
"This object is mangled.  ","ÎÚæÈÚæÄÖİæÍÕâæÀİæÁÙæÊÖÜæÇÕŞå."
"Leapt from a great height","ÅÕŞæÄÚçÊáåÈŞ"
"b.","Öà"
"Died ","ÔåÖâç"
"Slayer of","ĞØĞßå"
"Slayer of ","ĞØĞßå"
"Hunter of ","ÇÕÛæÑáçÄÚè"
"Loving ","Üæ"
"Devoted ","ÎæÇÕæ×ç"
"father and husband","ÃÖæÌÕáÊÚçÎâæÃÖ"
"mother and wife","ÂÖåÌÕáÊÚçÌÕÒå"
"parent and spouse","ÃÖæÂÖåÊÚçÁİæßå"
"United with ","ÅÖàçËÕÛçÌÕåÇÜç"
"At one with ","ÒÜæÕÈÚæÑáç"
"Lover of ","ÇÕàæÑáçÄÚè"
"Burned alive","ĞŞÔåÇÕŞå"
"Fed to beasts","ÂİåÇÕàçÏÖåÄÖİæÕÛåĞßæ"
"Struck down","Ë×åÔâ"
"Slaughtered","ÅÖçÒÜå"
"Scuttled","ÒŞçÏáç"
"Drained of blood","ÇÕßçÍ×ÛæÇÕŞå"
"Murdered","ÀİæÊÜæ"
"Killed by a trap","ÍÕàæËÕãåÀİæĞØÔå"
"Killed by a vehicle","ÀİæÏÚÇÕâæĞØÔå"
"Killed by a flying object","ÀİæÃİÍÕãçÖæÅÕåĞØÔå"
"Vanished","ÍÕŞĞ"
"Collapsed","ÄŞåÅØ"
"Put to rest","àÍÕÀØ"
"Died after colliding with an obstacle","×åÎâæÜæÖæÁãæÎÖâæÊßæÔåÖâç"
"Impaled on spikes","ÓæÏÖàËÕàÃã"
"Scared to death","ÍÕØæÔåÇÕŞå"
"Burned to death","ÀİæĞŞÔåÇÕŞå"
"Scalded to death","ÅâæĞâÇÕŞå"
"Burned up in a magma mist","ÒÜæÕàçËÕâÖæÎÖãĞŞÊÖİå"
"Crushed by a drawbridge","ÀİæÄÕŞæÌÕŞçÕØÔÖİæ"
"Crushed under a collapsing ceiling","ÒÜæÄŞåÅØÄÚèÅÕàÊÖØÀàåÍÕØæÀİæÕØÔÖİæ"
"Killed by falling rocks","ÀİæÇÖÙæĞçĞØÔå"
"Shot and killed","ĞÚæĞØÇÕŞå"
"Bled to death","ÇÕßçÍ×ÛæÎæÔå"
"Succumbed to infection","Ì×ÃÖç×çÈàåÑàå"
"Suffocated","ÎæÍÕ"
"Hacked to pieces","ÀİæÄØåÏãçÔÖİæÁÕàæ"
"Beheaded","ÎàåĞßå"
"Crucified","ÄÕãÒÜæĞçÒæËÕØæĞâæ"
"Buried alive","ÂÜçÒâæÇÕŞåÊÖÙçÎÖÙç"
"Left out in the air","ÇÕßçÒÜæÉÖãÎÖã"
"Died in the heat","ÒÜæÕàçÑÚæÎÖãÔåÌ×æ"
"Encased in cooling lava","ÎÖâÒÜæÇãåÌ×ÛæÑÖãçÕàçÎÖã"
"Encased in cooling magma","ÎÖâÒÜæÇãåÌ×ÛæÕàçËÕâÎÖã"
"Encased in ice","ÎÖâÒÜæÀÕãÇÕå"
"Froze to death","ÄÖãæÔåÇÕŞå"
"Died in a cage","ÔåÒÜæÇÖãçÒåÇÕå"
"Fell into a deep chasm","ÍÕàæÑÖæĞáĞáÄÚèÊÖãçÈß"
"Died peacefully","àËÕãæÄÕæÔåÇÕŞå"
"Died in the dark","ÔåÒÜæÊİàæÎÖã"
"Starved to death","ÚæÔå"
"Died of thirst","ÉÚåÔåÇÕŞå"
"Drowned","ÕàÔåÄÚè"
"Burned up in magma","ÒÜæÕàçËÕâÎÖãÑàçĞŞ"
"Burned up in ","ĞŞÊÖİåÇÕŞå"
"Burned to death by ","ÀİæĞŞÔåÇÕŞå"
"Burned to death by a ","ÀİæĞŞÔåÇÕŞå"
"contains a deft use throughout of what might be considered immature material","ÒÜæÎãåÈÚæÉÚåÆãçÀİæÑáæÖİçĞæÀÖæÏãçĞÖçÄÚèÓÜçÇÕŞæÎÖãÀŞÊàçÇÕãçÌÕŞåÄÚè×ãæÅÖç"
"manages an artful inclusion here and there of childish material","ÒÜæÎÚæÇÕåÊÚçÆØæÇÕåÈÖàåÇÕåÕÈÚæÕßæÎæÄÚèÓÜçÇÕŞæ"
"is absolutely puerile","Ë×ÛçÄÖİæĞæÕßæÎæÄÚè"
"is very childish","ÊáåÕßæÎæ"
"is a bit immature","ÕßåÄÕàåÀÖæÏãçĞÖç"
"indulges the author's every whim","ÏáçÆÕæ×çÒÖÙæÎÚåÄÚèÂİåÕÈÚæÍÕáÍ×ÛæÇÜçÏŞç"
"artfully indulges the author's fancies","ÌÕŞåÂÕŞæÄÕæÃâæÒÖãæÒÖÙæÎÚåÄÚèÊÖàæÍÕâå"
"contains some asides related to the author's preferences","ÀŞÊàçÕÍÕÛ×åÒÖÙæÎÚåÁÕàÊŞåÍÕâÈÖàÄÚèÁâçÀÜç"
"is stunningly self-indulgent","ÇÕãçÑáçËÕãÅàæÄÚèÒæÖÙåÃâæÒÖãæ"
"is quite self-indulgent","ÃİÏâçÒæÖÙåÃâæÒÖãæ"
"is somewhat self-indulgent","ÕßåÄÕàåÒæÖÙåÃâæÒÖãæ"
"could only have been produced by a merciful spirit","ÎÆãçÕßçÑáçÓçÄÚèËÕãĞáçÏàåĞã"
"is quite touching","ÃİÏâçÈàåÑáç"
"shows a hint of tenderness","ÍÕàåĞæÏÖÕÔÑßçÌÕãç"
"is clear evidence of a compassionate being","ĞæÕÈÚæÃÖæÕßåÅÖãçÌÕãçÍÕáÄÚèÓÖáçÒÜæÄÚèÂÕãçÌ×ÛæÎãæË×æ"
"is very compassionate","ÃİÏâçÃÖæÕßåÅÖãçÌÕãçÍÕá"
"uses only artful words and phrases selected with care","ËÕáåĞå×ãæËÕãÍÕáÅÕŞÍ×àåÄÚèÌÕŞåÂÕŞæÄàÓçÊÚçÄÖàå×å"
"is throughout ornate and refined","ÎãåÈÚæÊÖØçÇÕæÊÚçËÕãÎæ"
"has rare but particularly exquisite turns of phrase","ÕßåÊàåËÕàæÄàæÅÚæÀÕÛçËÕãÎæÄÚèÄÖàå×å"
"is excessively ornate","ÈÖÙæ×çÊÖØçÇÕæ"
"is quite florid","ÃİÏâçÊÖØçÇÕæ"
"is somewhat showy","ÕßåÄÕàåÊÖØçÇÕæ"
"drives forward relentlessly","ÖçÌÕãçÄÕæÌÕàçËÕáæ"
"is full of force","ÏÖãÂàåÇÕæÇÕâç"
"is forceful","ĞæÕßåÇÕæÄÚè"
"is a comedy treasure trove","ĞæÕÀÖæÍÕåË×æÀŞåÉÖæ"
"is quite humorous","ÃİÏâçÕßÂÙæ"
"has a touch of humor","ÕßåÕÔÕßÂÙæÈàå"
"is littered with terrible jokes inartfully told","ÏÖãÏæÎÖÙçÉÚåÁØæÄÚèÍÕŞæÊÖØæ"
"has poorly-executed humor","ÀÕŞåÍÕàæÀÖæËÕØÄÚèÕßÂÙæ"
"tries and fails to be funny at times","ÏâçĞæÀÕãæÌÕÛåÕßåĞçÀÖæÊŞåÍÕŞæ"
"is artfully suffused with what would otherwise be childish and immature material","ÌÕŞåÂÕŞæÄÕæÏÖãÂàåÇÕŞåÕßæÎæÊÚçÀÖæÏãçĞÖçÄÚèÓÜçÇÕŞæ"
"has a touch of melancholy","ÕßåÕÔÕß×æ"
"is thoroughly organized","ÖàçÌ×àçÕßåÅÕŞçÇÕå"
"is clearly organized","ÍÕàåÑàçĞæÕßåÒÖåÎÄÚè"
"is organized","ĞæÕßåÒÖåÎÄÚè"
"is thoroughly mechanical","ÖàçÌ×àçĞæËÕÍÕÛæÄÚè"
"is very rigid","ÊáåËÕâÕãæ"
"is a bit stiff","ÕßåÄÕàåËÕâÕãæ"
"is completely serious","ĞæÖàçÌ×àçÕàçÔÖæÄÚè"
"has a very serious tone","ÕßåÕÈÚæÃİÏâçÕàçÔÖæÄÚè×åÌÕæ"
"is reasonably serious","ÍÕâÄâÕàçÎÖãæ"
"artfully flashes through seemingly disjoint topics","ÅÖãÈÖÙæÉàæÔæÀÖæÍÕâÈÖàÄÚèÎÖåÅÕçÌÕŞåÂÕŞæÄÕæĞàåÍÕàæ"
"breaks sharply between topics with regularity","ÒÜæÎÖåÅÕçÎËÕàÕßåÈÖİl???ÄÕæÅÖÁÙæ"
"has some particularly crisp changes in topic","ÎÖåÅÕçÕßåÕÍÕÛÅÚæÀÕÛçÂÕãçÍÕàåÄÚèÀÕàæÊÖØæ"
"is utterly disjointed","ÖàçÌ×àçÅÖÙËÕÛçÇÕŞå"
"occasionally changes topic abruptly","ßåäåÊÖİæÅÖÑàçÈÜåÀÕàæÎÖåÅÕç"
"Admirer of ","ÏÖãçÀÜæÎÚå"
"Friend of ","ÄÚèÁãçÕßå"
"The color ","ÕàçÔÚæ"
" made ","ÎæÒÖÙæ"
" happy","ÉÖÜæÇÚæ"
"rapidly shifts between topics","ÒÜæÎÖåÅÕçÎËÕàÉÖÜæÔÖæÎÖàåÊÖàæ"
"moves quickly from subject to subject","ÓÖãçÎÖåÅÕçÄŞæÎÖåÅÕçÉÖÜæÔÖæÕçÄÖãæ"
"takes frequent interesting tangents","ËÕãÏâçËÕâåÕßåÌ×æÄÚèÊÖØæÅÕç"
"hopelessly meanders","ÖçÖâæÄÚèÖàÕàç"
"meanders somewhat","ÕßåÄÕàåÖàÕàç"
"gets off track from time to time","ÀÖæĞçÁÕàÇÕçÈÖİåÄŞæ"
"bubbles over with cheerfulness","ÉÖÜæÇÚæÄÚèÁŞæÂÙæ"
"is quite cheerful","ÊáåÉÜÍÕá"
"is fairly cheerful","ÍÕâÄâÉÜÇâå"
"overflows with sadness","ÂàåÇÕàåÀİĞâ"
"is depressing","ÇÕãçÑáçË×åÔâ"
"Overall, the composition is atrocious","ÒÖãåÄÚèÇÜçĞÖÙ,ÎÚæÎÖãåÈßæÏãçÃİÏâçÒŞÈŞ"
"Overall, the choreography is masterful","ÒÖãåÄÚèÇÜçĞÖÙ,ÀÕàÖåĞæÊáåÕßåÓÜçÊÖØçÄÚè"
"Overall, the choreography is inspired","ÒÖãåÄÚèÇÜçĞÖÙ,ÀÕàÖåĞæĞßæÄŞæÌÕåÃØÄÚè"
"Overall, the choreography is great","ÒÖãåÄÚèÇÜçĞÖÙ,ÀÕàÖåÊáåÀâæ"
"Overall, the choreography is passable","ÒÖãåÄÚèÇÜçĞÖÙ,ÀÕàÖåĞæÉÚåÕåÅÖãÍÕãçÄÚè"
"Overall, the choreography is not awful, but not very good either","ÒÖãåÄÚèÇÜçĞÖÙ,ÖåÄŞåÀÕàÁÜçÀÕãæÀÖæÒŞÈŞ,ÄàæÕÛåÀÖæĞæÊáåÊŞå"
"Overall, the choreography is just terrible","ÒÖãåÄÚèÇÜçĞÖÙ,ÀÕàÖåÊáåÒŞÈŞ"
"Overall, the prose is masterful","ÒÖãåÄÚèÇÜçĞÖÙ,ÔàæÖáçĞæÈŞÏŞÄÚè"
"Overall, the prose is splendid","ÒÖãåÄÚèÇÜçĞÖÙ,ÔàæÖáçÊáåËÕãÓÜå"
"Overall, the prose is great","ÒÖãåÄÚèÇÜçĞÖÙ,ÔàæÖáçÊáåÀâæ"
"Overall, the prose is passable","ÒÖãåÄÚèÇÜçĞÖÙ,ÔàæÖáçĞæÉÚåÕåËÕÛĞßæÄÚè"
"Overall, the prose is not awful, but not very good either","ÒÖãåÄÚèÇÜçĞÖÙ,ÔàæÖáçÀÕãæÀÖæÉÚåÁØæ,ÄàæÕÛåÀÖæĞæÊáåÊŞå"
"Overall, the prose is amateurish at best","ÒÖãåÄÚèÇÜçĞÖÙ,ÔàæÖáçÏÖãÌÕçÇÕâçÎĞæÕÛæ×çÜæÊŞåÎÚå"
"The work has a single chapter.  ","ÎÚæÍÕâæÈÖãÒÖÙæÎÕßåÕÎâ."
"The work has ","ÈÖãÒÖÙæÕßå"
" chapters.  ","ÎâËÕÛç."
"Overall, the splendid source of information","ÒÖãåÄÚèÇÜçĞÖÙ,ÎÚæĞæÕÈÚæÏÖÔÚæÄÚèÍÕáæÍÕÇÜç×àç"
"Overall, this is a great source of information","ÒÖãåÄÚèÇÜçĞÖÙ,ÎÚæĞæÕÈÚæÊáåÊŞåÄÚèÍÕáæÍÕÇÜç×àç"
"Overall, this is a good source of information","ÒÖãåÄÚèÇÜçĞÖÙ,ÎÚæĞæÕÈÚæÊáåÊŞåÄÚèÍÕáæÍÕÇÜç×àç"
"Overall, the information is not compiled very well","ÒÖãåÄÚèÇÜçĞÖÙ,ÍÕáæÍÕÀÕàÎæÄÚçÀÖæĞæÊáåÊŞå"
"Overall, this is a terrible compilation of information","ÒÖãåÄÚèÇÜçĞÖÙ,ÎÚæĞæÕÈÚæÒŞÈŞÄÚèÍÕáæÍÕÊÖİæÀÕà"
"Overall, the poetry is masterful","ÒÖãåÄÚèÇÜçĞÖÙ,ĞÈÚĞæÈŞÏŞÄÚè"
"Overall, the poetry is inspired","ÒÖãåÄÚèÇÜçĞÖÙ,ĞÈÚĞæĞßæÄŞæÌÕåÃØÄÚè"
"Overall, the poetry is great","ÒÖãåÄÚèÇÜçĞÖÙ,ĞÈÚÊáåÀâæ"
"Overall, the poetry is passable","ÒÖãåÄÚèÇÜçĞÖÙ,ĞÈÚĞæÉÚåÕåËÕÛĞßæÄÚè"
"Overall, the poetry is not awful, but not very good either","ÒÖãåÄÚèÇÜçĞÖÙ,ĞÈÚÀÕãæÀÖæÉÚåÁØæ,ÄàæÕÛåÀÖæĞæÊáåÊŞå"
"Overall, the poetry is very, very bad","ÒÖãåÄÚèÇÜçĞÖÙ,ĞÈÚÃİÏâçÃİÏâçÒŞÈŞ"
"Overall, the composition is masterful","ÒÖãåÄÚèÇÜçĞÖÙ,ÒÖÙæÖáçÃİÏâçËÕãÎàæ"
"Overall, the composition is inspired","ÒÖãåÄÚèÇÜçĞÖÙ,ÈßæÅÖçĞßæÄŞæÌÕåÃØ"
"Overall, the composition is great","ÒÖãåÄÚèÇÜçĞÖÙ,ÒÖåÏãçÊáåÀâæ"
"Overall, the composition is passable","ÒÖãåÄÚèÇÜçĞÖÙ,ÈÜÒÖåÊÚçÖæĞæÉÚåÕåÅÖãÈÖÙæÄÚè"
"Overall, the composition is not awful, but not very good either","ÒÖãåÄÚèÇÜçĞÖÙ,ÈßæÅÖçÀÕãæÀÖæÒŞÈŞ,ÄàæÕÛåÀÖæĞæÊáåÊŞå"
"is a completely unhinged rant","ĞæÕÈÚæÖàçÌ×àçËÕãĞáçÓÖÙæÇÖàæÄÚèÁŞçÍÕŞæ"
